Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID
9824269S,2,new construction wood frame,11/24/1998,1229,035,1738,,Haight,St,,,erect a 4 story 30 unit residential bldg with commercial,complete,12/08/2004,11/24/1998,05/14/2001,12/08/2004,06/21/2002,,,4,,,05/14/2003,800000,800000,,,apartments,30,2,,,,5,wood frame (5),Y,5,Haight Ashbury,94117,POINT (-122.45092973798586 37.76976131862891),877184389800
9825069S,2,new construction wood frame,12/18/1998,6461,001,5301,,Mission,St,,,erect 3 story retail & apartment bldg,complete,08/31/2001,12/18/1998,05/08/2000,08/31/2001,05/11/2000,,,3,,,05/08/2002,400000,664570,,,apartments,5,2,,,,5,wood frame (5),Y,11,Excelsior,94112,POINT (-122.44263307464628 37.71432962650458),701345203655
9825804S,2,new construction wood frame,12/17/1998,6782,023,216,,Tingley,St,,,to erect a 2-story single famialy dwelling,complete,02/03/2003,12/17/1998,08/10/2001,02/03/2003,08/13/2001,,,2,,,08/10/2002,150000,200000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,Outer Mission,94112,POINT (-122.43477936401058 37.730224359754715),703031213061
9825944S,2,new construction wood frame,12/19/1998,3776,119,48,,Zoe,St,,,erect a three story 18- unit live/work bldg,expired,12/28/2004,12/19/1998,09/26/2000,,01/12/2001,,,3,,,03/26/2003,1500000,1700000,,,artist live/work,18,4,Y,,,1,constr type 1,Y,6,South of Market,94107,POINT (-122.3966571575888 37.779450061075224),799936382335
9825945S,2,new construction wood frame,12/19/1998,3776,119,25,,Welsh,St,,,erect a three story 16- unit live/work bldg,expired,12/27/2004,12/19/1998,09/26/2000,,01/12/2001,,,3,,,03/26/2003,1500000,1700000,,,artist live/work,16,4,Y,,,1,constr type 1,Y,6,South of Market,94107,POINT (-122.3966571575888 37.779450061075224),799937382336
9825946S,2,new construction wood frame,12/19/1998,3776,119,35,,Welsh,St,,,erect a three story 16- unit live/work bldg,reinstated,01/09/2001,12/19/1998,09/26/2000,,01/12/2001,,,3,,,03/26/2003,1500000,1700000,,,artist live/work,16,4,Y,,,1,constr type 1,Y,6,South of Market,94107,POINT (-122.3966571575888 37.779450061075224),799938382337
9825947S,2,new construction wood frame,12/19/1998,3776,119,55,,Welsh,St,,,erect a three story 18- unit live/work bldg,reinstated,01/09/2001,12/19/1998,09/26/2000,,01/12/2001,,,3,,,03/26/2003,1500000,1700000,,,artist live/work,18,4,Y,,,1,constr type 1,Y,6,South of Market,94107,POINT (-122.3966571575888 37.779450061075224),799939382338
9825948S,2,new construction wood frame,12/19/1998,3776,119,75,,Welsh,St,,,erect a three story 16- unit live/work bldg,reinstated,01/09/2001,12/19/1998,09/26/2000,,01/12/2001,,,3,,,03/26/2003,1500000,1700000,,,artist live/work,16,4,Y,,,1,constr type 1,Y,6,South of Market,94107,POINT (-122.3966571575888 37.779450061075224),799940382339
9825949S,2,new construction wood frame,12/19/1998,3776,119,545,,04th,St,,,erect a three story twelve unit live/work bldg,expired,12/27/2004,12/19/1998,09/26/2000,,01/12/2001,,,3,,,03/26/2003,1500000,1700000,,,artist live/work,12,4,Y,,,5,wood frame (5),Y,6,South of Market,94107,POINT (-122.3966571575888 37.779450061075224),799941382340
9825950S,2,new construction wood frame,12/19/1998,3776,119,555,,04th,St,,,erect a three story twelve unit live/work bldg,expired,12/27/2004,12/19/1998,09/26/2000,,01/12/2001,,,3,,,03/26/2003,1500000,1700000,,,artist live/work,12,4,Y,,,1,constr type 1,Y,6,South of Market,94107,POINT (-122.3966571575888 37.779450061075224),799942382341
9825952S,2,new construction wood frame,12/19/1998,3776,119,38,,Freelon,St,,,erect a three story 18 unit live/work bldg,expired,12/27/2004,12/19/1998,09/26/2000,,01/12/2001,,,3,,,03/26/2003,1500000,1700000,,,artist live/work,18,4,Y,,,1,constr type 1,Y,6,South of Market,94107,POINT (-122.3966571575888 37.779450061075224),799944382343
9825953S,2,new construction wood frame,12/19/1998,3776,119,28,,Freelon,St,,,erect a three story 16 unit live/work bldg-bldg 10,expired,12/29/2004,12/19/1998,09/26/2000,,01/12/2001,,,3,,,03/26/2003,1500000,1700000,,,artist live/work,16,4,Y,,,1,constr type 1,Y,6,South of Market,94107,POINT (-122.3966571575888 37.779450061075224),799945382344
9825954S,2,new construction wood frame,12/19/1998,3776,119,18,,Freelon,St,,,erect a three story 14 unit live/work bldg-bldg 11,expired,12/29/2004,12/19/1998,09/26/2000,,01/12/2001,,,3,,,03/26/2003,1500000,1700000,,,artist live/work,14,4,Y,,,1,constr type 1,Y,6,South of Market,94107,POINT (-122.3966571575888 37.779450061075224),799946382345
9826212S,2,new construction wood frame,12/23/1998,1376,023,5432,,California,St,,,erect a three story three unit residential bldg,complete,02/06/2001,03/31/2000,03/31/2000,02/06/2001,04/14/2000,,,3,,,03/31/2002,280000,475000,,,apartments,3,2,,,,5,wood frame (5),Y,1,Outer Richmond,94118,POINT (-122.4760102868564 37.78453911317236),70389297425
9826478S,2,new construction wood frame,12/30/1998,3727,036,637,,Natoma,St,,,erect a 3 story 9 unit live/work bldg,reinstated,10/23/2000,12/30/1998,10/02/2000,,10/03/2000,,,3,,,04/02/2003,1200000,1680000,,,apartments,9,4,,,,5,wood frame (5),Y,6,South of Market,94103,POINT (-122.41066479823715 37.77762189504641),704483165003
9826478S,2,new construction wood frame,12/30/1998,3727,015,1132,,Howard,St,,,erect a 3 story 9 unit live/work bldg,reinstated,10/23/2000,12/30/1998,10/02/2000,,10/03/2000,,,3,,,04/02/2003,1200000,1680000,,,apartments,9,4,,,,5,wood frame (5),Y,6,South of Market,94103,POINT (-122.41049348261765 37.77758288515679),831771164986
9826500S,2,new construction wood frame,12/31/1998,4108,019,993,,Tennessee,St,,,erect a 4 story 10 unit residential units,complete,11/25/2003,12/31/1998,11/10/2000,11/25/2003,08/05/2002,,,4,,,05/10/2003,850000,1800000,,,artist live/work,10,2,,,,1,constr type 1,Y,10,Potrero Hill,94107,POINT (-122.3891026852393 37.75967703198677),704511170947
9900244S,2,new construction wood frame,01/06/1999,4082,009,730,,Florida,St,,,erect a four story twenty four unit residential bldg,complete,08/16/2001,03/20/2000,03/31/2000,08/16/2001,,,,4,,,12/31/2003,2000000,2880000,,,apartments,24,4,,,,5,wood frame (5),Y,9,Mission,94110,POINT (-122.41122510274857 37.75992228400452),704893169863
9901034S,2,new construction wood frame,01/19/1999,6051,011,325,,Wayland,St,,,erect a three story single family dwelling,complete,03/17/2004,04/22/2002,04/26/2002,03/17/2004,04/29/2002,,,3,,,04/26/2003,175000,200000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Portola,94134,POINT (-122.40542871076639 37.72555834121514),707286194996
9902770S,2,new construction wood frame,02/11/1999,4968,007,3236,,Jennings,St,,,erect a three story two unit residential bldg,complete,11/01/2000,02/03/2000,02/04/2000,11/01/2000,,,,3,,,02/04/2001,75000,290000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,POINT (-122.39548715295427 37.719826846286225),711212176887
9902770S,2,new construction wood frame,02/11/1999,4968,007,3238,,Jennings,St,,,erect a three story two unit residential bldg,complete,11/01/2000,02/03/2000,02/04/2000,11/01/2000,,,,3,,,02/04/2001,75000,290000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,POINT (-122.39548715295427 37.719826846286225),803733385018
9902819,2,new construction wood frame,02/11/1999,4172,053,1189,,Tennessee,St,,,"erect a 5 story, 1 basement- type i 2 levels and type v last 4 levels.   story eight unit residential bldg with commerial and garage. plan reviewed per cbc 1995 and code equilvency per 1998 code.",complete,05/28/2015,09/24/2002,10/07/2009,05/28/2015,02/22/2011,,,5,,,09/06/2015,800000,4000000,,,apartments,8,4,,,,5,wood frame (5),Y,10,Potrero Hill,94107,POINT (-122.38884482286467 37.756901762388026),1156279465945
9902892S,2,new construction wood frame,02/12/1999,6004,027,98,,Ina,Ct,,,erect a two story single family dwelling,expired,03/08/2002,02/12/1999,08/09/2000,,08/14/2000,,,2,,,08/09/2001,150000,150000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Excelsior,94112,POINT (-122.42564723959512 37.72289299728833),800402379958
9902954S,2,new construction wood frame,02/16/1999,7134,038,211,,Head,St,,,erect 2 story single family dwelling,cancelled,12/14/2018,10/13/2001,02/10/2004,,02/18/2004,,,2,,,02/10/2005,200000,128000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,7,Oceanview/Merced/Ingleside,94132,POINT (-122.46464375098464 37.711176963761936),712287222767
9902957S,2,new construction wood frame,02/16/1999,3546,030,423,,14th,St,,,erect a four story five unit condo,complete,07/05/2001,02/16/1999,09/07/2000,07/05/2001,09/12/2000,,,4,,,09/07/2002,600000,772370,,,apartments,5,2,,,,5,wood frame (5),Y,8,Mission,94103,POINT (-122.42280346445679 37.767836004900474),828837157796
9902957S,2,new construction wood frame,02/16/1999,3546,030,425,,14th,St,,,erect a four story five unit condo,complete,07/05/2001,02/16/1999,09/07/2000,07/05/2001,09/12/2000,,,4,,,09/07/2002,600000,772370,,,apartments,5,2,,,,5,wood frame (5),Y,8,Mission,94103,POINT (-122.42280346445679 37.767836004900474),800409360066
9903137,2,new construction wood frame,02/18/1999,5556,022,174,,Brewster,St,,,erect a three story single family dwelling,complete,09/18/2001,04/20/2000,08/09/2000,09/18/2001,,,,3,,,08/09/2001,203289,203289,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,POINT (-122.40747683045456 37.74390901118291),800427184293
9903138,2,new construction wood frame,02/18/1999,5556,023,178,,Brewster,St,,,erect a three story single family dwelling,complete,09/18/2001,04/20/2000,08/09/2000,09/18/2001,,,,3,,,08/09/2001,203289,203289,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,POINT (-122.40750257386875 37.74384418562114),712632184294
9903316S,2,new construction wood frame,02/19/1999,2400,038,1551,,Taraval,St,,,erect a new five story seven unit residential bldg with commercial space,complete,10/13/2004,03/22/2002,04/23/2002,10/13/2004,05/31/2002,,,5,,,10/23/2004,1200000,2383530,,,apartments,7,2,,,,5,wood frame (5),Y,4,Sunset/Parkside,94116,POINT (-122.48295506655086 37.74248309585681),712949134479
9904417,2,new construction wood frame,03/08/1999,0734,008,1300,,Buchanan,St,,,one stop:erect 3 story four family dwelling units,complete,06/11/2002,03/08/1999,06/26/2000,06/11/2002,,,,3,,,12/26/2002,1035818,1035818,,,public assmbly other,4,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42835866779718 37.78219683509654),800545382595
9904417,2,new construction wood frame,03/08/1999,0734,008,1398,,Buchanan,St,,,one stop:erect 3 story four family dwelling units,complete,06/11/2002,03/08/1999,06/26/2000,06/11/2002,,,,3,,,12/26/2002,1035818,1035818,,,public assmbly other,4,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42835866779718 37.78219683509654),824039387623
9904419,2,new construction wood frame,03/08/1999,0734,008,641,,Willow,St,,,one stop:erect 3 story 6 family dwelling units,complete,06/11/2002,03/08/1999,06/26/2000,06/11/2002,,,,3,,,06/26/2002,780108,780108,,,apartments,6,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42835866779718 37.78219683509654),800547382597
9904419,2,new construction wood frame,03/08/1999,0734,008,665,,Willow,St,,,one stop:erect 3 story 6 family dwelling units,complete,06/11/2002,03/08/1999,06/26/2000,06/11/2002,,,,3,,,06/26/2002,780108,780108,,,apartments,6,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42835866779718 37.78219683509654),824042387598
9904420,2,new construction wood frame,03/08/1999,0734,008,601,,Willow,St,,,one stop: erect 3 story 9 family dwelling units,complete,06/07/2002,03/08/1999,06/26/2000,06/07/2002,,,,3,,,12/26/2002,1207785,,,,apartments,9,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42835866779718 37.78219683509654),800548382598
9904420,2,new construction wood frame,03/08/1999,0734,008,639,,Willow,St,,,one stop: erect 3 story 9 family dwelling units,complete,06/07/2002,03/08/1999,06/26/2000,06/07/2002,,,,3,,,12/26/2002,1207785,,,,apartments,9,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42835866779718 37.78219683509654),824043387597
9904421,2,new construction wood frame,03/08/1999,0734,008,1200,,Eddy,St,,,one stop: erect 3 story 6 family dwelling units,complete,06/14/2002,03/08/1999,06/26/2000,06/14/2002,,,,3,,,12/26/2002,1177347,1177347,,,apartments,6,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42835866779718 37.78219683509654),800549382599
9904421,2,new construction wood frame,03/08/1999,0734,008,1226,,Eddy,St,,,one stop: erect 3 story 6 family dwelling units,complete,06/14/2002,03/08/1999,06/26/2000,06/14/2002,,,,3,,,12/26/2002,1177347,1177347,,,apartments,6,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42835866779718 37.78219683509654),824044387596
9904422,2,new construction wood frame,03/08/1999,0734,008,1230,,Eddy,St,,,one stop:erect 3 story 15  family dwelling units,complete,06/12/2002,03/08/1999,06/26/2000,06/12/2002,,,,3,,,12/26/2002,2235724,2235724,,,apartments,15,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42835866779718 37.78219683509654),800550382600
9904422,2,new construction wood frame,03/08/1999,0734,008,1280,,Eddy,St,,,one stop:erect 3 story 15  family dwelling units,complete,06/12/2002,03/08/1999,06/26/2000,06/12/2002,,,,3,,,12/26/2002,2235724,2235724,,,apartments,15,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42835866779718 37.78219683509654),824045387600
9904423,2,new construction wood frame,03/08/1999,0747,001,1250,,Buchanan,St,,,one stop:erect 3 story 9 family dwelling units,complete,06/14/2002,03/08/1999,06/26/2000,06/14/2002,,,,3,,,12/26/2002,1230498,1230498,,,apartments,9,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42812422967619 37.781486131754086),800551382601
9904423,2,new construction wood frame,03/08/1999,0747,001,1298,,Buchanan,St,,,one stop:erect 3 story 9 family dwelling units,complete,06/14/2002,03/08/1999,06/26/2000,06/14/2002,,,,3,,,12/26/2002,1230498,1230498,,,apartments,9,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42812422967619 37.781486131754086),824046387601
9904424,2,new construction wood frame,03/08/1999,0747,001,1261,,Eddy,St,,,one stop:erect 3 story 12 family dwelling units,complete,06/18/2002,03/08/1999,06/26/2000,06/18/2002,,,,3,,,12/26/2002,1609968,,,,apartments,12,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42812422967619 37.781486131754086),800552382602
9904424,2,new construction wood frame,03/08/1999,0747,001,1295,,Eddy,St,,,one stop:erect 3 story 12 family dwelling units,complete,06/18/2002,03/08/1999,06/26/2000,06/18/2002,,,,3,,,12/26/2002,1609968,,,,apartments,12,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42812422967619 37.781486131754086),824047387602
9904425,2,new construction wood frame,03/08/1999,0747,001,1241,,Eddy,St,,,one stop:erect 3 story 6 family dwelling units,complete,06/06/2002,03/08/1999,06/26/2000,06/06/2002,,,,3,,,06/26/2002,780108,,,,apartments,6,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42812422967619 37.781486131754086),800553382603
9904425,2,new construction wood frame,03/08/1999,0747,001,1255,,Eddy,St,,,one stop:erect 3 story 6 family dwelling units,complete,06/06/2002,03/08/1999,06/26/2000,06/06/2002,,,,3,,,06/26/2002,780108,,,,apartments,6,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42812422967619 37.781486131754086),824048387603
9904426,2,new construction wood frame,03/08/1999,0747,001,1201,,Eddy,St,,,one stop: erect 3 story 9 family dwelling units,complete,07/11/2002,05/30/2000,06/26/2000,07/11/2002,,,,3,,,12/26/2002,1207785,,,,apartments,9,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42812422967619 37.781486131754086),800554382604
9904426,2,new construction wood frame,03/08/1999,0747,001,1239,,Eddy,St,,,one stop: erect 3 story 9 family dwelling units,complete,07/11/2002,05/30/2000,06/26/2000,07/11/2002,,,,3,,,12/26/2002,1207785,,,,apartments,9,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42812422967619 37.781486131754086),824049387604
9904427,2,new construction wood frame,03/08/1999,0747,001,1151,,Laguna,St,,,one stop: erect 3 story 10 family dwelling units,complete,07/15/2002,03/08/1999,06/26/2000,07/15/2002,,,,3,,,12/26/2002,1328301,,,,apartments,10,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42812422967619 37.781486131754086),800555382605
9904427,2,new construction wood frame,03/08/1999,0747,001,1199,,Laguna,St,,,one stop: erect 3 story 10 family dwelling units,complete,07/15/2002,03/08/1999,06/26/2000,07/15/2002,,,,3,,,12/26/2002,1328301,,,,apartments,10,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42812422967619 37.781486131754086),824050387605
9904428,2,new construction wood frame,03/08/1999,0747,001,600,,Larch,St,,,erect a 3 story 6 family dwelling units.,complete,07/08/2002,03/08/1999,06/26/2000,07/08/2002,,,,3,,,12/26/2002,1177347,1177347,,,apartments,6,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42812422967619 37.781486131754086),800556382606
9904428,2,new construction wood frame,03/08/1999,0747,001,618,,Larch,St,,,erect a 3 story 6 family dwelling units.,complete,07/08/2002,03/08/1999,06/26/2000,07/08/2002,,,,3,,,12/26/2002,1177347,1177347,,,apartments,6,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42812422967619 37.781486131754086),824051387607
9904429,2,new construction wood frame,03/08/1999,0747,001,620,,Larch,St,,,erect a 3 story 9 family dwelling units.,complete,06/19/2002,03/08/1999,06/26/2000,06/19/2002,,,,3,,,12/26/2002,1207785,1207785,,,apartments,9,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42812422967619 37.781486131754086),800557382607
9904429,2,new construction wood frame,03/08/1999,0747,001,648,,Larch,St,,,erect a 3 story 9 family dwelling units.,complete,06/19/2002,03/08/1999,06/26/2000,06/19/2002,,,,3,,,12/26/2002,1207785,1207785,,,apartments,9,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42812422967619 37.781486131754086),824052387609
9904430,2,new construction wood frame,03/08/1999,0747,001,1200,,Buchanan,St,,,one stop: erect 3 story 10 family dwelling units,complete,06/18/2002,03/08/1999,06/26/2000,06/18/2002,,,,3,,,12/26/2002,1325056,,,,apartments,10,2,,,,5,wood frame (5),,5,Western Addition,94115,POINT (-122.42812422967619 37.781486131754086),800558382608
