Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Record ID
8100122,2,new construction wood frame,01/06/1981,4711,111,3,,Jakey,Ct,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,121000,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1560174326
8100123,2,new construction wood frame,01/06/1981,4711,112,5,,Jakey,Ct,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,121000,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1561174327
8100124,2,new construction wood frame,01/06/1981,4711,113,7,,Jakey,Ct,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,121000,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1562174328
8100125,2,new construction wood frame,01/06/1981,4711,114,9,,Jakey,Ct,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,121000,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1563174329
8100126,2,new construction wood frame,01/06/1981,4711,115,11,,Jakey,Ct,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,121000,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1564174330
8100127,2,new construction wood frame,01/06/1981,4711,069,78,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,114300,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1565174291
8100128,2,new construction wood frame,01/06/1981,4711,070,74,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,109600,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1566174292
8100129,2,new construction wood frame,01/06/1981,4711,071,70,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,109600,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1567174293
8100130,2,new construction wood frame,01/06/1981,4711,072,66,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,109600,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1568174294
8100131,2,new construction wood frame,01/06/1981,4711,073,62,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,114300,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1569174295
8100132,2,new construction wood frame,01/06/1981,4711,074,58,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,114300,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1570174296
8100133,2,new construction wood frame,01/06/1981,4711,075,54,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,109600,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1571174297
8100134,2,new construction wood frame,01/06/1981,4711,076,50,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,109600,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1572174298
8100135,2,new construction wood frame,01/06/1981,4711,077,46,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,109600,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1573174299
8100136,2,new construction wood frame,01/06/1981,4711,078,42,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,109600,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1574174300
8100137,2,new construction wood frame,01/06/1981,4711,079,38,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,109600,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1575174301
8100138,2,new construction wood frame,01/06/1981,4711,080,34,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,109600,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1576174302
8100139,2,new construction wood frame,01/06/1981,4711,081,30,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,109600,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1577174303
8100140,2,new construction wood frame,01/06/1981,4711,082,26,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,109600,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1578174304
8100141,2,new construction wood frame,01/06/1981,4711,083,22,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,114300,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1579174305
8100142,2,new construction wood frame,01/06/1981,4711,084,18,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,114300,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1580174306
8100143,2,new construction wood frame,01/06/1981,4711,085,14,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,109600,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1581174307
8100144,2,new construction wood frame,01/06/1981,4711,086,10,,Hawkins,Ln,,,,cancelled,05/14/1982,01/06/1981,,,,,,,,,109600,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1582174308
8007591,2,new construction wood frame,09/03/1980,4712,008,50,,Hudson,Ct,,,,complete,06/13/1984,09/03/1980,03/12/1982,06/13/1984,,,,,,,486640,,,,,0,2,,,,,,,10,Bayview Hunters Point,94124,1182174389
8007593,2,new construction wood frame,09/03/1980,4712,007,185,,Harbor,Rd,,,,complete,06/13/1984,09/03/1980,03/12/1982,06/13/1984,,,,,,,194590,,,,,0,2,,,,,,,,,94124,1183250410
8007595,2,new construction wood frame,09/03/1980,4712,007,201,,Harbor,Rd,,,,complete,06/14/1984,09/03/1980,03/12/1982,06/14/1984,,,,,,,438680,,,,,0,2,,,,,,,,,94124,1184250411
8007596,2,new construction wood frame,09/03/1980,4712,007,275,,Harbor,Rd,,,,complete,06/14/1984,09/03/1980,03/12/1982,06/14/1984,,,,,,,438680,,,,,0,2,,,,,,,,,94124,1185250412
8007605,2,new construction wood frame,09/03/1980,4712,004,101,,Bertha,Ln,,,,complete,06/14/1984,09/03/1980,03/12/1982,06/14/1984,,,,,,,633270,,,,,0,2,,,,,,,,,94124,1186250408
8007608,2,new construction wood frame,09/02/1980,4712,004,5,,Bertha,Ln,,,,complete,07/28/1983,09/02/1980,03/12/1982,07/28/1983,,,,,,,194590,,,,,0,2,,,,,,,,,94124,1187250407
8008967S,1,new construction,10/10/1980,0252,026,1255,,California,St,101,,,complete,09/22/1983,10/10/1980,10/10/1981,09/22/1983,,,,,,,4813000,,,,,31,4,,,,,,Y,3,Nob Hill,94109,85704563746
8101797,2,new construction wood frame,02/26/1981,4226,026,1350,,25th,St,,B,,complete,02/28/1984,02/26/1981,03/25/1982,02/28/1984,,,,,,,187900,,,,,0,2,,,,,,,10,Potrero Hill,94107,1739172484
8101798,2,new construction wood frame,02/26/1981,4226,002C,1070,,Iowa,St,,,,complete,02/28/1984,02/26/1981,03/25/1982,02/28/1984,,,,,,,211000,,,,,0,2,,,,,,,,,94107,763649350493
8102812,2,new construction wood frame,03/27/1981,0938,017C,2539,,Lombard,St,,,,cancelled,03/24/1982,03/27/1981,,,,,,,,,12000,,,,,0,2,,,,,,,2,Marina,94123,182184731
8105820,2,new construction wood frame,07/01/1981,7114,002,235,,Capitol,Av,,,,cancelled,04/26/1982,07/01/1981,,,,,,,,,100000,,,,,0,2,,,,,,,11,Oceanview/Merced/Ingleside,94112,2209222153
8103564S,1,new construction,04/17/1981,0163,005,909,,Montgomery,St,,,,complete,07/10/1984,04/17/1981,03/01/1982,07/10/1984,,,,0,,,10754903,,,,,0,4,P,,,,,Y,3,North Beach,94133,190861319
8103564S,1,new construction,04/17/1981,0163,005,909,,Montgomery,St,0,,,complete,07/10/1984,04/17/1981,03/01/1982,07/10/1984,,,,0,,,10754903,,,,,0,4,P,,,,,Y,3,North Beach,94133,1909295604
8100702,2,new construction wood frame,01/22/1981,7067,042,24,,Minerva,St,,,,cancelled,01/22/1982,01/22/1981,,,,,,,,,100000,,,,,0,4,,,,,,,11,Oceanview/Merced/Ingleside,94112,1672220140
8100703,2,new construction wood frame,01/22/1981,7067,043,26,,Minerva,St,,,,cancelled,01/22/1982,01/22/1981,,,,,,,,,100000,,,,,0,4,,,,,,,11,Oceanview/Merced/Ingleside,94112,1673220141
8100743S,1,new construction,01/26/1981,1596,035,720,,La Playa,,,,bldg use: parking garage,complete,05/30/1984,01/26/1981,08/12/1982,05/30/1984,,,,4,,,2290800,,,,,0,4,,,,1,constr type 1,Y,,,94121,763639350479
8100744S,2,new construction wood frame,01/26/1981,1596,035,720,,La Playa,,,,bldg use: comm/resid,complete,05/30/1984,01/26/1981,08/12/1982,05/30/1984,,,,44,,,8318812,,,,,0,4,,,,,,Y,,,94121,764773350479
8100815S,1,new construction,01/27/1981,0318,022,623,,Geary,St,,,bldg use: condo./com'l/gar,expired,02/17/1984,01/27/1981,10/12/1982,,,,,15,,,9196342,,,,,0,4,,,,1,constr type 1,Y,6,Tenderloin,94102,168769430
8100815S,1,new construction,01/27/1981,0318,022,623,,Geary,St,0,,bldg use: condo./com'l/gar,expired,02/17/1984,01/27/1981,10/12/1982,,,,,15,,,9196342,,,,,0,4,,,,1,constr type 1,Y,6,Tenderloin,94102,1688300434
8100816,2,new construction wood frame,01/27/1981,6527,039,1085,,Capp,St,,,,complete,03/04/1983,01/27/1981,05/28/1982,03/04/1983,,,,,,,406400,,,,,0,4,,,,,,,9,Mission,94110,1690251820
8100824,2,new construction wood frame,01/28/1981,5988,043,767,,Burrows,St,17,,,cancelled,03/11/1982,01/28/1981,,,,,,,,,110000,,,,,0,4,,,,,,,9,Portola,94134,1691193320
8100825,2,new construction wood frame,01/28/1981,5988,039,759,,Burrows,St,15,,,cancelled,03/11/1982,01/28/1981,,,,,,,,,110000,,,,,0,4,,,,,,,9,Portola,94134,1692193316
8100826,2,new construction wood frame,01/28/1981,5988,035,751,,Burrows,St,13,,,cancelled,03/11/1982,01/28/1981,,,,,,,,,110000,,,,,0,4,,,,,,,9,Portola,94134,1693193312
8100827,2,new construction wood frame,01/28/1981,5988,037,755,,Burrows,St,9,,,cancelled,03/11/1982,01/28/1981,,,,,,,,,100000,,,,,0,4,,,,,,,9,Portola,94134,1694193314
8100828,2,new construction wood frame,01/28/1981,5988,041,763,,Burrows,St,11,,,cancelled,03/11/1982,01/28/1981,,,,,,,,,100000,,,,,0,4,,,,,,,9,Portola,94134,1695193318
8100829,2,new construction wood frame,01/28/1981,5988,045,771,,Burrows,St,8,,,cancelled,03/11/1982,01/28/1981,,,,,,,,,100000,,,,,0,4,,,,,,,9,Portola,94134,1696193322
8100830,2,new construction wood frame,01/28/1981,5988,047,775,,Burrows,St,6,,,cancelled,03/11/1982,01/28/1981,,,,,,,,,100000,,,,,0,4,,,,,,,9,Portola,94134,1697193324
8100831,2,new construction wood frame,01/28/1981,5988,049,779,,Burrows,St,4,,,cancelled,03/11/1982,01/28/1981,,,,,,,,,100000,,,,,0,4,,,,,,,9,Portola,94134,1698193326
8100832,2,new construction wood frame,01/28/1981,5988,051,783,,Burrows,St,2,,,cancelled,03/11/1982,01/28/1981,,,,,,,,,100000,,,,,0,4,,,,,,,9,Portola,94134,1699193328
8100843,2,new construction wood frame,01/28/1981,6118,025,320,,Goettingen,St,,,,cancelled,04/26/1982,01/28/1981,,,,,,,,,143000,,,,,0,2,,,,,,,9,Portola,94134,763641350483
8100844,2,new construction wood frame,01/28/1981,6118,026,330,,Goettingen,St,,,,cancelled,04/26/1982,01/28/1981,,,,,,,,,143000,,,,,0,2,,,,,,,9,Portola,94134,763642350484
8100948,2,new construction wood frame,01/30/1981,5935,005,146,,University,St,,,,complete,06/14/1983,01/30/1981,11/23/1981,06/14/1983,,,,,,,168000,,,,,0,4,,,,,,,9,Excelsior,94134,1701191705
8105984S,2,new construction wood frame,07/06/1981,1129,039,1135,,Divisadero,St,111,,,complete,01/11/1984,07/06/1981,07/15/1981,01/11/1984,,,,,,,1213207,,,,,0,4,,,,,,Y,5,Western Addition,94115,224090055
8105984S,2,new construction wood frame,07/06/1981,1129,041,1135,,Divisadero,St,121,,,complete,01/11/1984,07/06/1981,07/15/1981,01/11/1984,,,,,,,1213207,,,,,0,4,,,,,,Y,5,Western Addition,94115,224190057
8105984S,2,new construction wood frame,07/06/1981,1129,043,1135,,Divisadero,St,131,,,complete,01/11/1984,07/06/1981,07/15/1981,01/11/1984,,,,,,,1213207,,,,,0,4,,,,,,Y,5,Western Addition,94115,224290059
8105984S,2,new construction wood frame,07/06/1981,1129,039,1135,,Divisadero,St,,,,complete,01/11/1984,07/06/1981,07/15/1981,01/11/1984,,,,,,,1213207,,,,,0,4,,,,,,Y,5,Western Addition,94115,2243239470
8105986S,2,new construction wood frame,07/06/1981,1129,052,1901,,Eddy,St,311,,,complete,10/24/1983,07/06/1981,07/15/1981,10/24/1983,,,,,,,500000,,,,,0,4,,,,,,Y,5,Western Addition,94115,224490068
8105986S,2,new construction wood frame,07/06/1981,1129,053,1901,,Eddy,St,321,,,complete,10/24/1983,07/06/1981,07/15/1981,10/24/1983,,,,,,,500000,,,,,0,4,,,,,,Y,5,Western Addition,94115,224590069
8105986S,2,new construction wood frame,07/06/1981,1129,054,1901,,Eddy,St,331,,,complete,10/24/1983,07/06/1981,07/15/1981,10/24/1983,,,,,,,500000,,,,,0,4,,,,,,Y,5,Western Addition,94115,224690070
8105986S,2,new construction wood frame,07/06/1981,1129,052,1901,,Eddy,St,,,,complete,10/24/1983,07/06/1981,07/15/1981,10/24/1983,,,,,,,500000,,,,,0,4,,,,,,Y,5,Western Addition,94115,2247239471
8105988,2,new construction wood frame,07/06/1981,6275,044,318,,Russia,Av,,,created during job card conversion on: 03/04/83,expired,04/04/1983,07/06/1981,07/24/1981,,,,,,,,5000,,,,,,0,,,,,,,11,Excelsior,94112,2248199688
8104557,2,new construction wood frame,05/19/1981,6257,026,19,,Loehr,St,,,,complete,03/04/1983,05/19/1981,12/28/1981,03/04/1983,,,,,,,112300,,,,,0,2,,,,,,,10,Visitacion Valley,94134,2030199432
8104838S,1,new construction,05/28/1981,0742,009,790,,Van Ness,Av,,,,expired,03/09/1988,05/28/1981,02/28/1985,,,,,8,,,10267411,,,,tourist hotel/motel,0,4,,,,1,constr type 1,Y,6,Tenderloin,94102,763672350542
8105073,2,new construction wood frame,06/05/1981,0657,027,2440,,Bush,St,,,,withdrawn,12/28/1999,06/05/1981,,,,,,,,,388200,,,,,0,4,,,,,,,5,Pacific Heights,94115,2092236354
8105085,2,new construction wood frame,06/08/1981,3562,033,305,,Castro,St,,,,cancelled,01/14/1982,06/08/1981,,,,,,,,,130000,,,,,0,2,,,,,,,,,94114,2095247363
8106167,2,new construction wood frame,07/13/1981,6176,010,25,,Sparta,St,,,,filing,07/13/1981,07/13/1981,,,,,,,,,289600,,,,,0,2,,,,,,,10,Visitacion Valley,94134,2343197646
8106703,2,new construction wood frame,07/30/1981,6665,025,198,,Laidley,St,,,,expired,10/05/1983,07/30/1981,01/28/1983,,,,,3,,,250000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,8,Glen Park,94131,2450210471
8106379,2,new construction wood frame,07/20/1981,0132,021,560,,Vallejo,St,,,,complete,03/04/1983,07/20/1981,11/20/1981,03/04/1983,,,,,,,150000,,,,,0,4,,,,,,,3,North Beach,94133,2380275752
8106379,2,new construction wood frame,07/20/1981,0132,023,560,,Vallejo,St,,,,complete,03/04/1983,07/20/1981,11/20/1981,03/04/1983,,,,,,,150000,,,,,0,4,,,,,,,3,North Beach,94133,2381349331
8105721,2,new construction wood frame,06/26/1981,2204,024,2122,,14th,Av,,,,cancelled,09/24/1982,06/26/1981,,,,,,,,,280400,,,,,0,4,,,,,,,7,West of Twin Peaks,94116,2196129889
8108695,2,new construction wood frame,10/05/1981,5945,009,1811,,Silliman,St,,,,complete,03/04/1983,10/05/1981,01/20/1982,03/04/1983,,,,,,,145000,,,,,0,2,,,,,,,9,Excelsior,94134,763763350703
8107164,1,new construction,08/13/1981,5272,011,1618,,Jerrold,Av,,,,disapproved,12/28/1999,08/13/1981,11/23/1981,03/04/1983,,,,,,,167000,,,,,0,4,,,,,,,10,Bayview Hunters Point,94124,2546178286
1988173,2,new construction wood frame,08/05/1988,3578,089,3640,,18th,St,,,erect apartment building,cancelled,03/23/2020,08/05/1988,04/08/1988,,,,,3,,,1,1,,,apartments,4,2,,,,5,wood frame (5),,8,Mission,94110,765902159657
1988244,2,new construction wood frame,01/25/1989,6502,011M,4660,,25th,St,,,application for review bpa conditions,expired,06/27/1989,01/25/1989,02/27/1989,,,,,2,,,220000,1,,,2 family dwelling,2,2,,,,5,wood frame (5),,,,94114,178205318
1988244,2,new construction wood frame,01/25/1989,6502,036,4660,,25th,St,,,application for review bpa conditions,expired,06/27/1989,01/25/1989,02/27/1989,,,,,2,,,220000,1,,,2 family dwelling,2,2,,,,5,wood frame (5),,8,Noe Valley,94114,179288190
1989080,2,new construction wood frame,09/27/1989,2338,003,318,,San Marcos,Av,,,two story single family dwelling,expired,07/01/1991,09/27/1989,12/15/1989,,,,,2,,,1,,,,1 family dwelling,1,2,,,,5,wood frame (5),,7,West of Twin Peaks,94116,763581350329
1989248,2,new construction wood frame,03/26/1990,3032A,023,290,,Melrose,Av,,,erect a two story single family dwelling,complete,11/14/1991,03/26/1990,04/27/1990,11/14/1991,,,,2,,,100,,,,1 family dwelling,1,2,,,,5,wood frame (5),,7,West of Twin Peaks,94127,207150542
7905233S,1,new construction,05/23/1979,0168,002,650,,Davis,St,,,,expired,06/20/1982,05/23/1979,12/20/1979,,,,,,,,1650000,,,,,0,4,,,,,,Y,,,94111,763595350357
7905234S,1,new construction,05/23/1979,0168,002,600,,Davis,St,,,,complete,03/04/1983,05/23/1979,12/20/1979,03/04/1983,,,,,,,180000,,,,,4,4,,,,,,Y,,,94111,763596350358
7905235S,1,new construction,05/23/1979,0168,002,600,,Davis,St,,,,complete,03/04/1983,05/23/1979,12/20/1979,03/04/1983,,,,,,,400000,,,,,9,4,,,,,,Y,,,94111,763597350358
7905236S,1,new construction,05/23/1979,0168,002,600,,Davis,St,,,,complete,03/04/1983,05/23/1979,12/20/1979,03/04/1983,,,,,,,260000,,,,,8,4,,,,,,Y,,,94111,763598350358
7905237S,1,new construction,05/23/1979,0168,002,600,,Davis,St,,,,complete,03/04/1983,05/23/1979,12/20/1979,03/04/1983,,,,,,,175000,,,,,5,4,,,,,,Y,,,94111,763599350358
7905238S,1,new construction,05/23/1979,0168,002,600,,Davis,St,,,,complete,04/12/1983,05/23/1979,12/20/1979,04/12/1983,,,,,,,320000,,,,,10,4,,,,,,Y,,,94111,763600350358
7905239S,1,new construction,05/23/1979,0168,002,600,,Davis,St,,,,complete,04/12/1983,05/23/1979,12/20/1979,04/12/1983,,,,,,,360000,,,,,16,4,,,,,,Y,,,94111,763601350358
0429960,2,new construction wood frame,11/20/1973,1069,042,17,,Dicha,Al,,,new nonbearing drywall partitions plumbing sprinklers elec,expired,03/01/1984,11/20/1973,03/01/1982,,,,,2,,,592800,,,,,1,0,,,,5,wood frame (5),,2,Presidio Heights,94118,9088911
7810873,1,new construction,10/09/1978,0271,027,530,,Bush,St,,,created during job card conversion on: 03/04/83,complete,02/17/1984,10/09/1978,04/23/1979,02/17/1984,,,,,,,4274102,,,,,,0,,,,,,,3,Financial District/South Beach,94108,39966237
7812460S,1,new construction,11/24/1978,3600,077,3865,,19th,St,,,,expired,08/05/1985,11/24/1978,02/07/1980,,,,,,,,1148017,,,,,,2,,,,,,Y,,,94114,408161098
7903330,1,new construction,04/03/1979,0351,050,40,,Leavenworth,St,0,,created during job card conversion on: 03/04/83,expired,11/05/1982,04/03/1979,11/05/1979,,,,,0,,,5230667,,,,,,0,,,,,,,6,Tenderloin,94102,458301302
7904015,1,new construction,04/20/1979,0743,202,828,,Franklin,St,,,,expired,01/15/1985,04/20/1979,01/15/1982,,,,,,,,7601538,,,,,0,2,,,,,,,5,Western Addition,94102,46280848
8003977,1,new construction,05/07/1980,0167,063,75,,Broadway,,,,created during job card conversion on: 03/04/83,complete,03/20/1985,05/07/1980,06/11/1981,03/20/1985,,,,,,,1327680,,,,,,0,,,,,,,3,Financial District/South Beach,94111,81220761440
8003979,1,new construction,05/07/1980,0167,063,75,,Broadway,,,,created during job card conversion on: 03/04/83,complete,03/20/1985,05/07/1980,06/11/1981,03/20/1985,,,,,,,2289600,,,,,,0,,,,,,,3,Financial District/South Beach,94111,81220861440
7901160S,1,new construction,02/02/1979,0237,016,353,,Sacramento,St,,,,complete,02/25/1988,02/02/1979,06/12/1981,02/25/1988,,,,0,,,18000000,,,,,,2,P,,,,,Y,3,Financial District/South Beach,94111,42663383
7901230S,1,new construction,02/06/1979,0263,011,101,,California,St,,,,complete,11/01/1985,02/06/1979,11/27/1981,11/01/1985,,,,0,,,70000000,,,,,,2,P,,,,,Y,3,Financial District/South Beach,94111,42866081
7902743,1,new construction,03/20/1979,0292,008,120,,Kearny,St,,,created during job card conversion on: 03/04/83,complete,09/07/1984,03/20/1979,08/02/1979,09/07/1984,,,,0,,,68143628,,,,,0,0,R,,,,,,3,Financial District/South Beach,94104,44267110
7902743,1,new construction,03/20/1979,0292,005,100,,Kearny,St,,,created during job card conversion on: 03/04/83,complete,09/07/1984,03/20/1979,08/02/1979,09/07/1984,,,,0,,,68143628,,,,,0,0,R,,,,,,3,Financial District/South Beach,94104,443233623
7903330,1,new construction,04/03/1979,0351,050,10,,United Nations,Pz,,,created during job card conversion on: 03/04/83,expired,11/05/1982,04/03/1979,11/05/1979,,,,,0,,,5230667,,,,,,0,,,,,,,6,Tenderloin,94102,45770110
7906956,1,new construction,07/10/1979,4059,001,601,,19th,St,,,created during job card conversion on: 03/04/83,expired,01/31/1984,07/10/1979,10/26/1981,,,,,,,,319574,,,,,,0,,,,,,,10,Potrero Hill,94107,519169245
7708567,1,new construction,08/17/1977,3705,001,821,,Market,St,,,created during job card conversion on: 03/04/83,expired,04/15/1981,08/17/1977,12/14/1977,,,,,,,,16130000,,,,,,0,,,,,,,,,94102,763585350343
7711072S,2,new construction wood frame,10/19/1977,0121,032,1059,,Union,St,,,to erect 12 unit apartment,complete,11/05/1986,10/19/1977,07/31/1984,11/05/1986,,,,4,,,1672000,,,,apartments,12,2,,,,,,Y,3,Russian Hill,94133,326231764
7713422S,1,new construction,12/28/1977,3718,026,201,,Mission,St,,,,expired,11/04/1986,12/28/1977,10/17/1979,,,,,0,,,20000000,,,,,,2,P,,,,,Y,6,Financial District/South Beach,94105,342164647
7801593,2,new construction wood frame,02/15/1978,0646,001,1475,,Polk,St,,,created during job card conversion on: 03/04/83,expired,08/04/1983,02/15/1978,02/15/1979,,,,,,,,1063370,,,,,,0,,,,,,,3,Nob Hill,94109,34977541
7802757,1,new construction,03/20/1978,3734,091,747,,Howard,St,,,created during job card conversion on: 03/04/83,complete,12/26/1983,03/20/1978,06/13/1978,12/26/1983,,,,,,,81108985,,,,,,0,,,,,,,6,South of Market,94103,763587350345
7804170S,1,new construction,04/25/1978,3706,070,775,,Market,St,,,,cancelled,08/13/1987,04/25/1978,,,,,,0,,,59699940,,,,office,,2,,,,,,Y,,,94108,763589350347
8006277,2,new construction wood frame,07/15/1980,0686,005,1600,,Post,St,,,,cancelled,03/09/1982,07/15/1980,,,,,,,,,500000,,,,,0,2,,,,,,,,,94115,764758352238
8006286,2,new construction wood frame,07/16/1980,1763,046,1360,,09th,Av,2,,created during job card conversion on: 03/04/83,complete,06/06/1983,07/16/1980,08/07/1981,06/06/1983,,,,,,,938063,,,,,,0,,,,,,,5,Inner Sunset,94122,765909113124
8006584,2,new construction wood frame,07/23/1980,0166,008,750,,Battery,St,,,,withdrawn,12/28/1999,07/23/1980,,,,,,,,,5541200,,,,,0,4,,,,,,,3,Financial District/South Beach,94111,114261386
8006841,2,new construction wood frame,07/31/1980,2661,003,67,,Twin Peaks,Bl,,,created during job card conversion on: 03/04/83,complete,03/17/1983,07/31/1980,11/04/1980,03/17/1983,,,,,,,176400,,,,,,0,,,,,,,8,Inner Sunset,94114,1148141243
8006851,2,new construction wood frame,08/01/1980,1153,033,1835,,Turk,St,2,,created during job card conversion on: 03/04/83,expired,04/26/1983,08/01/1980,07/29/1981,,,,,,,,100000,,,,,,0,,,,,,,5,Western Addition,94115,114990740
8006961S,1,new construction,08/05/1980,0161,008,724,,Pacific,Av,,,,complete,12/08/1986,08/05/1980,05/04/1982,12/08/1986,,,,0,,,7840858,,,,,0,0,R,,,,,Y,,,94133,763619350406
8007080,2,new construction wood frame,08/08/1980,2719C,020,85,,Burnett,Av,,,created during job card conversion on: 03/04/83,expired,05/10/1983,08/08/1980,08/28/1981,,,,,,,,217118,,,,,,0,,,,,,,8,Castro/Upper Market,94131,1154142892
8007081,2,new construction wood frame,08/08/1980,2719C,019,65,,Burnett,Av,,,created during job card conversion on: 03/04/83,expired,05/10/1983,08/08/1980,09/10/1981,,,,,,,,211200,,,,,,0,,,,,,,8,Castro/Upper Market,94131,1155142891
8007169,2,new construction wood frame,08/12/1980,2876,006,305,,Edgehill,Wy,,,created during job card conversion on: 03/04/83,expired,08/08/1983,08/12/1980,06/24/1981,,,,,,,,75000,,,,,,0,,,,,,,7,West of Twin Peaks,94127,1157146306
8007184,2,new construction wood frame,08/13/1980,1450,020,378,,19th,Av,,,created during job card conversion on: 03/04/83,expired,03/24/1983,08/13/1980,02/09/1981,,,,,,,,278000,,,,,,0,,,,,,,1,Outer Richmond,94121,1160100211
8007438,2,new construction wood frame,08/20/1980,6665,012,136,,Laidley,St,,,created during job card conversion on: 03/04/83,expired,06/14/1993,08/20/1980,10/24/1980,,,,,,,,160000,,,,,,0,,,,,,,8,Glen Park,94131,1179210454
7909432S,1,new construction,09/19/1979,3718,026,201,,Mission,St,,,,complete,11/06/1984,09/19/1979,04/30/1982,11/06/1984,,,,,,,41175000,,,,,0,2,,,,,,Y,6,Financial District/South Beach,94105,551164647
7909596,2,new construction wood frame,09/21/1979,3001A,058,867,,Foerster,St,,,created during job card conversion on: 03/04/83,complete,05/13/1983,09/21/1979,09/03/1982,05/13/1983,,,,,,,167471,,,,,,0,,,,,,,7,West of Twin Peaks,94127,553149645
